Time (s),Motor Temps
1505.3,38.2
1506.25,38.1
1507.25,38.2
1508.25,37.9
1509.2,38.1
1510.2,38.1
1511.2,37.8
1512.15,37.9
1513.15,38.1
1514.15,37.8
1515.1,37.7
1516.1,37.9
1517.05,37.7
1518.05,38.1
1519.05,37.0
1520.0,37.9
1521.0,37.7
1522.0,37.0
1522.95,36.6
1523.95,39.1
1524.95,38.5
1525.9,38.3
1526.9,39.2
1527.85,38.7
1528.85,39.4
1529.85,38.9
1530.8,39.5
1531.8,39.6
1532.8,39.2
1533.75,39.0
1534.75,39.8
1535.75,38.9
1536.7,39.0
1537.7,40.0
1538.65,38.6
1539.65,41.4
1540.65,40.8
1541.6,40.4
1542.6,40.8
1543.6,39.5
1544.55,40.4
1545.55,40.3
1546.55,40.0
1547.5,40.0
1548.5,39.8
1549.45,39.9
1550.45,40.0
1551.45,40.0
1552.4,40.4
1553.4,40.0
1554.4,40.4
1555.35,40.4
1556.35,40.0
1557.35,40.4
1558.3,39.9
1559.3,40.4
1560.3,40.4
1561.25,40.3
1562.25,40.3
1563.2,40.6
1564.2,40.7
1565.2,40.6
1566.15,39.9
1567.15,40.6
1568.15,40.7
1569.1,40.8
1570.1,40.4
1571.1,40.6
1572.05,40.6
1573.05,40.4
1574.0,40.0
1575.0,40.3
1576.0,40.0
1576.95,40.0
1577.95,39.9
1578.95,40.4
1579.9,39.9
1580.9,40.4
1581.9,40.0
1582.85,40.0
1583.85,40.3
1584.8,40.0
1585.8,40.0
1586.8,40.3
1587.75,40.6
1588.75,40.6
1589.75,40.7
1590.7,40.4
1591.7,40.3
1592.7,39.9
1593.65,40.3
1594.65,39.9
1595.6,40.3
1596.6,39.8
1597.6,39.9
1598.55,39.9
1599.55,39.8
1600.5,39.6
1601.45,39.9
1602.45,39.8
1603.45,40.0
1604.4,39.9
1605.4,39.9
1606.4,39.9
1607.35,39.9
1608.35,39.9
1609.3,40.7
1610.3,40.6
1611.3,40.0
1612.25,39.9
1613.25,39.8
1614.25,40.0
1615.2,40.3
1616.2,39.9
1617.2,39.8
1618.15,39.6
1619.15,39.6
1620.1,39.5
1621.1,39.4
1622.1,39.6
1623.05,39.4
1624.05,39.5
1625.05,39.4
1626.0,39.8
1627.0,39.4
1628.0,39.5
1628.95,39.6
1629.95,39.8
1630.9,39.2
1631.9,39.6
